,0
262,"Instrument for Violence. Alina Haines, Richard Whittington, Andrew Brown, Stephen Noblett, Taj Nathan. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Bjørngaard JH, Nijman H, Palmstierna T, Almvik R, et al. Proceedings of the 8th European Congress on Violence in Clinical Psychiatry. 23–26 October 2013; Ghent. Kavanah, Dwingeloo and Oud Consultancy, Amsterdam. 2013. p. 224. "
263,"Using the checklist ‘V-RISK-10’ to identify future risk of violence in both psychiatric and dependency disorders emergency units. Charlotte Pollak, Christina Holmén, Tom Palmstierna. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Bjørngaard JH, Nijman H, Palmstierna T, Almvik R, et al. Proceedings of the 8th European Congress on Violence in Clinical Psychiatry. 23–26 October 2013; Ghent. Kavanah, Dwingeloo and Oud Consultancy, Amsterdam. 2013. p. 225. "
264,"Assessing aggression risks in patients of the ambulatory mental health crisis team. E. Penterman, H. Nijman.. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Bjørngaard JH, Nijman H, Palmstierna T, Almvik R, et al. Proceedings of the 8th European Congress on Violence in Clinical Psychiatry. 23–26 October 2013; Ghent. Kavanah, Dwingeloo and Oud Consultancy, Amsterdam. 2013. p. 227. "
265,"All things being equal? Predictive validity of the HCR-20 among heterogeneous groups of secure psychiatric inpatients. Prof Geoffrey Dickens 1,2, Laura O’Shea 1, Dr Fiona Mason 1, Dr Marco Picchioni 1. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Bjørngaard JH, Nijman H, Palmstierna T, Almvik R, et al. Proceedings of the 8th European Congress on Violence in Clinical Psychiatry. 23–26 October 2013; Ghent. Kavanah, Dwingeloo and Oud Consultancy, Amsterdam. 2013. p. 230. "
266,"Dynamic relationship between multiple START assessments and violent incidents over time. Richard Whittington, Johan Håkon Bjørngaard, Andrew Brown, Rajan Nathan & Stephen. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Bjørngaard JH, Nijman H, Palmstierna T, Almvik R, et al. Proceedings of the 8th European Congress on Violence in Clinical Psychiatry. 23–26 October 2013; Ghent. Kavanah, Dwingeloo and Oud Consultancy, Amsterdam. 2013. p. 232. "
267,"Using research findings to develop and implement caring modalities for nursing staff following violent episodes. Staci Curran, Lee Bransky, Christopher Coleman, Mary Ann Zeserman. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Bjørngaard JH, Nijman H, Palmstierna T, Almvik R, et al. Proceedings of the 8th European Congress on Violence in Clinical Psychiatry. 23–26 October 2013; Ghent. Kavanah, Dwingeloo and Oud Consultancy, Amsterdam. 2013. p. 234. "
268,"Violence Prevention in a Psychiatric Unit. Ramzi Haddad, Sami Richa, Michelangelo Aoun, Elyssar Chbeir, Wadih Naja. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Bjørngaard JH, Nijman H, Palmstierna T, Almvik R, et al. Proceedings of the 8th European Congress on Violence in Clinical Psychiatry. 23–26 October 2013; Ghent. Kavanah, Dwingeloo and Oud Consultancy, Amsterdam. 2013. p. 236. "
269,"Action methods in working with anger and rage in individual and group therapy. Nellie Visantiadou. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Bjørngaard JH, Nijman H, Palmstierna T, Almvik R, et al. Proceedings of the 8th European Congress on Violence in Clinical Psychiatry. 23–26 October 2013; Ghent. Kavanah, Dwingeloo and Oud Consultancy, Amsterdam. 2013. p. 240. "
270,"Experimental Measurement Of Lung Function. John Parkes, Coventry University, United Kingdom. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Bjørngaard JH, Nijman H, Palmstierna T, Almvik R, et al. Proceedings of the 8th European Congress on Violence in Clinical Psychiatry. 23–26 October 2013; Ghent. Kavanah, Dwingeloo and Oud Consultancy, Amsterdam. 2013. p. 246. "
271,"Project for the reduction of staff injuries caused by patient aggression. Valerie Isaak, PhD, Hava Kostisky, MA, RN, Dor Bar-Noy, MA, RN, Shmuel Hirschmann, MD,. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Bjørngaard JH, Nijman H, Palmstierna T, Almvik R, et al. Proceedings of the 8th European Congress on Violence in Clinical Psychiatry. 23–26 October 2013; Ghent. Kavanah, Dwingeloo and Oud Consultancy, Amsterdam. 2013. p. 248. "
272,"Psychiatric nurses’experiences with anger and social support in Japan. Naoko Shibuya, Risa Takahashi. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Bjørngaard JH, Nijman H, Palmstierna T, Almvik R, et al. Proceedings of the 8th European Congress on Violence in Clinical Psychiatry. 23–26 October 2013; Ghent. Kavanah, Dwingeloo and Oud Consultancy, Amsterdam. 2013. p. 254. "
273,"Centers as reported by Patients/ Families. Havva Öztürk, Elif Babacan. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Bjørngaard JH, Nijman H, Palmstierna T, Almvik R, et al. Proceedings of the 8th European Congress on Violence in Clinical Psychiatry. 23–26 October 2013; Ghent. Kavanah, Dwingeloo and Oud Consultancy, Amsterdam. 2013. p. 256. "
274,"The Causes of Violence directed at Health Personnel Working at Community and Family Health Centers. Havva Öztürk, Elif Babacan. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Bjørngaard JH, Nijman H, Palmstierna T, Almvik R, et al. Proceedings of the 8th European Congress on Violence in Clinical Psychiatry. 23–26 October 2013; Ghent. Kavanah, Dwingeloo and Oud Consultancy, Amsterdam. 2013. p. 258. "
275,"Does a Patient-Directed Admission Process Reduce Violence?. Michael J Polacek, MSn, RN and Lori Kessler, BSRN, RNC. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Bjørngaard JH, Nijman H, Palmstierna T, Almvik R, et al. Proceedings of the 8th European Congress on Violence in Clinical Psychiatry. 23–26 October 2013; Ghent. Kavanah, Dwingeloo and Oud Consultancy, Amsterdam. 2013. p. 260. "
276,"The Mental Machine – Perspectives on High Security Asylums in the 20th Century. Øyvind Thomassen, Hilde Dahl, Eivind Myhre. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Bjørngaard JH, Nijman H, Palmstierna T, Almvik R, et al. Proceedings of the 8th European Congress on Violence in Clinical Psychiatry. 23–26 October 2013; Ghent. Kavanah, Dwingeloo and Oud Consultancy, Amsterdam. 2013. p. 269. "
277,"Routine recording of inpatient aggression: challenges, solutions and experiences from a large treatment facility after 6 years of recording aggressive incidents. Klaus Drieschner. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Bjørngaard JH, Nijman H, Palmstierna T, Almvik R, et al. Proceedings of the 8th European Congress on Violence in Clinical Psychiatry. 23–26 October 2013; Ghent. Kavanah, Dwingeloo and Oud Consultancy, Amsterdam. 2013. p. 270. "
278,"From Building to Body; predicting aggression on different levels. Prof. dr. Henk Nijman, Drs. Floor van Dijk, Dr. Eric Noorthoorn, Altrecht Aventurijn, Den. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Bjørngaard JH, Nijman H, Palmstierna T, Almvik R, et al. Proceedings of the 8th European Congress on Violence in Clinical Psychiatry. 23–26 October 2013; Ghent. Kavanah, Dwingeloo and Oud Consultancy, Amsterdam. 2013. p. 271. "
279,"Clear communication and procedures at admission or transfer: procedural differences between countries and what we may learn from another over countries?. E.O. Noorthoorn, C. Bervoets, L. Goderis, J. Duxbury. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Bjørngaard JH, Nijman H, Palmstierna T, Almvik R, et al. Proceedings of the 8th European Congress on Violence in Clinical Psychiatry. 23–26 October 2013; Ghent. Kavanah, Dwingeloo and Oud Consultancy, Amsterdam. 2013. p. 274. "
280,"By Patients/Their Families According To Health Personnel. Elif Babacan, Havva Öztürk. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Bjørngaard JH, Nijman H, Palmstierna T, Almvik R, et al. Proceedings of the 8th European Congress on Violence in Clinical Psychiatry. 23–26 October 2013; Ghent. Kavanah, Dwingeloo and Oud Consultancy, Amsterdam. 2013. p. 275. "
281,"Physical restraint in psychiatric inpatient care. Ana Ivaniš, Štefica Bagariæ, Petrana Breèiæ. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Bjørngaard JH, Nijman H, Palmstierna T, Almvik R, et al. Proceedings of the 8th European Congress on Violence in Clinical Psychiatry. 23–26 October 2013; Ghent. Kavanah, Dwingeloo and Oud Consultancy, Amsterdam. 2013. p. 277. "
282,"The reliability of the diagnosis set by the Checklist Risks Crisis service. Anda Sabelis, Sanne Rasing, Berry Penterman. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Bjørngaard JH, Nijman H, Palmstierna T, Almvik R, et al. Proceedings of the 8th European Congress on Violence in Clinical Psychiatry. 23–26 October 2013; Ghent. Kavanah, Dwingeloo and Oud Consultancy, Amsterdam. 2013. p. 278. "
283,"Integrating advanced research training into higher professional development for senior psychiatrists: the Liverpool SAPROF Experience. Alina Haines, Khurram Sadiq, Fahad Javaid, Oladipupo Omodunbi, Fayyaz Khan,. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Bjørngaard JH, Nijman H, Palmstierna T, Almvik R, et al. Proceedings of the 8th European Congress on Violence in Clinical Psychiatry. 23–26 October 2013; Ghent. Kavanah, Dwingeloo and Oud Consultancy, Amsterdam. 2013. p. 279. "
284,"Report of a Behavioral Crisis Response Team lead by Psychiatry. Cheryl A. Kennedy, MD (presenter), Nancy Rodrigues, BA, MPH and Ritesh Amin, MD. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Bjørngaard JH, Nijman H, Palmstierna T, Almvik R, et al. Proceedings of the 8th European Congress on Violence in Clinical Psychiatry. 23–26 October 2013; Ghent. Kavanah, Dwingeloo and Oud Consultancy, Amsterdam. 2013. p. 281. "
285,"Prevalence of Violence prior to admission to an Acute Psychiatric Unit in Victoria, Australia. Melvin Pinto, Mahendra Perera, Eunice Dai. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Bjørngaard JH, Nijman H, Palmstierna T, Almvik R, et al. Proceedings of the 8th European Congress on Violence in Clinical Psychiatry. 23–26 October 2013; Ghent. Kavanah, Dwingeloo and Oud Consultancy, Amsterdam. 2013. p. 283. "
286,"The prevalence of state anger and trait anger within psychiatric outpatients. D.M. Lievaart, E.G. Geraerts, I.H.A. Franken & J.E. Hovens. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Bjørngaard JH, Nijman H, Palmstierna T, Almvik R, et al. Proceedings of the 8th European Congress on Violence in Clinical Psychiatry. 23–26 October 2013; Ghent. Kavanah, Dwingeloo and Oud Consultancy, Amsterdam. 2013. p. 284. "
287,"Psychopathy in women: Results from a Dutch multicentre study into risk factors of female forensic patients. Vivienne de Vogel, Jeantine Stam, Stéphanie Klein Tuente, Michiel de Vries Robbé. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Bjørngaard JH, Nijman H, Palmstierna T, Almvik R, et al. Proceedings of the 8th European Congress on Violence in Clinical Psychiatry. 23–26 October 2013; Ghent. Kavanah, Dwingeloo and Oud Consultancy, Amsterdam. 2013. p. 285. "
288,"The construction of the cooperation system about the support for victims suffered from domestic violence by their husbands: With action research for supporters. Yuko Yasuda, Kyoto, Japan. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Bjørngaard JH, Nijman H, Palmstierna T, Almvik R, et al. Proceedings of the 8th European Congress on Violence in Clinical Psychiatry. 23–26 October 2013; Ghent. Kavanah, Dwingeloo and Oud Consultancy, Amsterdam. 2013. p. 286. "
289,"Rehabilitation Ward by using an Electronic Patient Feedback System. Michael Shortt, Gillian Kelly, Samuel Parker. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Bjørngaard JH, Nijman H, Palmstierna T, Almvik R, et al. Proceedings of the 8th European Congress on Violence in Clinical Psychiatry. 23–26 October 2013; Ghent. Kavanah, Dwingeloo and Oud Consultancy, Amsterdam. 2013. p. 288. "
290,"Systemic and family psychotherapeutic contributions in a forensic psychiatric ward for rehabilitation. Virginie Vanbinst, Louis De Page, Pierre Titeca. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Bjørngaard JH, Nijman H, Palmstierna T, Almvik R, et al. Proceedings of the 8th European Congress on Violence in Clinical Psychiatry. 23–26 October 2013; Ghent. Kavanah, Dwingeloo and Oud Consultancy, Amsterdam. 2013. p. 289. "
291,"Accumulated coercive events (ACEs) and quality of life after admission to psychiatric hospital. Stephen Shannon, Eric Roche, Kevin Madigan, Patrick Devitt, Larkin Feeney, Kieran Murphy,. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Bjørngaard JH, Nijman H, Palmstierna T, Almvik R, et al. Proceedings of the 8th European Congress on Violence in Clinical Psychiatry. 23–26 October 2013; Ghent. Kavanah, Dwingeloo and Oud Consultancy, Amsterdam. 2013. p. 290. "
292,"To Tell or not to Tell. Carrie M. Carretta, The State University of New Jersey, Newark, New Jersey, USA. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Bjørngaard JH, Nijman H, Palmstierna T, Almvik R, et al. Proceedings of the 8th European Congress on Violence in Clinical Psychiatry. 23–26 October 2013; Ghent. Kavanah, Dwingeloo and Oud Consultancy, Amsterdam. 2013. p. 292. "
293,"Victims of Rape. Carrie M. Carretta, The State University of New Jersey, Newark, New Jersey, USA. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Bjørngaard JH, Nijman H, Palmstierna T, Almvik R, et al. Proceedings of the 8th European Congress on Violence in Clinical Psychiatry. 23–26 October 2013; Ghent. Kavanah, Dwingeloo and Oud Consultancy, Amsterdam. 2013. p. 302. "
294,"Childhood Narratives of Perpetrators Who Sexually Abuse Children. Sandra P. Thomas, Kenneth Phillips, Mary Gunther. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Bjørngaard JH, Nijman H, Palmstierna T, Almvik R, et al. Proceedings of the 8th European Congress on Violence in Clinical Psychiatry. 23–26 October 2013; Ghent. Kavanah, Dwingeloo and Oud Consultancy, Amsterdam. 2013. p. 311. "
295,"Abuse Children. Mary Gunther, Sandra P. Thomas, Kenneth Phillips. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Bjørngaard JH, Nijman H, Palmstierna T, Almvik R, et al. Proceedings of the 8th European Congress on Violence in Clinical Psychiatry. 23–26 October 2013; Ghent. Kavanah, Dwingeloo and Oud Consultancy, Amsterdam. 2013. p. 315. "
296,"Adults Who Themselves Have Committed a Sex Offense Against a Child. Kenneth Phillips, Sandra Thomas, Mary Gunther, Abbas Tavakoli, Elizabeth Shieh, Jill. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Bjørngaard JH, Nijman H, Palmstierna T, Almvik R, et al. Proceedings of the 8th European Congress on Violence in Clinical Psychiatry. 23–26 October 2013; Ghent. Kavanah, Dwingeloo and Oud Consultancy, Amsterdam. 2013. p. 319. "
297,"Male Sex Offenders’ Capabilities to Meet Their Goals: An Explanatory Model of Male Sexual Offending. Sara Jones. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Bjørngaard JH, Nijman H, Palmstierna T, Almvik R, et al. Proceedings of the 8th European Congress on Violence in Clinical Psychiatry. 23–26 October 2013; Ghent. Kavanah, Dwingeloo and Oud Consultancy, Amsterdam. 2013. p. 321. "
298,"A Research-Based Model of the Meanings of Violence to Perpetrators. Jane Gilgun. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Bjørngaard JH, Nijman H, Palmstierna T, Almvik R, et al. Proceedings of the 8th European Congress on Violence in Clinical Psychiatry. 23–26 October 2013; Ghent. Kavanah, Dwingeloo and Oud Consultancy, Amsterdam. 2013. p. 325. "
299,"Effects of collective violence attributed to organized crime in a border community USA/MEXICO. Marie Leiner Ph.D.1, 2, Cecilia de Vargas MD3, Maria Theresa Villanos MD1, Cathy Gaytan. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Bjørngaard JH, Nijman H, Palmstierna T, Almvik R, et al. Proceedings of the 8th European Congress on Violence in Clinical Psychiatry. 23–26 October 2013; Ghent. Kavanah, Dwingeloo and Oud Consultancy, Amsterdam. 2013. p. 326. "
300,"Forensic Interviews. Jane Gilgun, Gwendolyn Anderson. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Bjørngaard JH, Nijman H, Palmstierna T, Almvik R, et al. Proceedings of the 8th European Congress on Violence in Clinical Psychiatry. 23–26 October 2013; Ghent. Kavanah, Dwingeloo and Oud Consultancy, Amsterdam. 2013. p. 335. "
301,"Short- term psychopathological effects on children and adolescents who suffered different forms of abuse. Stefano Vicari, MD, Paola De Rose, Flavia Cirillo, Francesco Demaria, Fortunata. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Bjørngaard JH, Nijman H, Palmstierna T, Almvik R, et al. Proceedings of the 8th European Congress on Violence in Clinical Psychiatry. 23–26 October 2013; Ghent. Kavanah, Dwingeloo and Oud Consultancy, Amsterdam. 2013. p. 337. "
